DATE,SP500,DGS10,UNRATE,CPIAUCSL,DCOILWTICO,NASDAQCOM
2019-08-22,2922.95,1.62,3.6,256.036,55.33,7991.39
2019-08-23,2847.11,1.52,3.6,256.036,54.08,7751.77
2019-08-26,2878.38,1.54,3.6,256.036,53.54,7853.74
2019-08-27,2869.16,1.49,3.6,256.036,54.99,7826.95
2019-08-28,2887.94,1.47,3.6,256.036,55.76,7856.88
2019-08-29,2924.58,1.5,3.6,256.036,56.67,7973.39
2019-08-30,2926.46,1.5,3.6,256.036,55.07,7962.88
2019-09-01,2926.46,1.5,3.5,256.43,55.07,7962.88
2019-09-02,2926.46,1.5,3.5,256.43,55.07,7962.88
2019-09-03,2906.27,1.47,3.5,256.43,53.91,7874.16
2019-09-04,2937.78,1.47,3.5,256.43,56.22,7976.88
2019-09-05,2976.0,1.57,3.5,256.43,56.33,8116.83
2019-09-06,2978.71,1.55,3.5,256.43,56.45,8103.07
2019-09-09,2978.43,1.63,3.5,256.43,57.88,8087.44
2019-09-10,2979.39,1.72,3.5,256.43,57.37,8084.16
2019-09-11,3000.93,1.75,3.5,256.43,55.66,8169.68
2019-09-12,3009.57,1.79,3.5,256.43,55.13,8194.47
2019-09-13,3007.39,1.9,3.5,256.43,54.76,8176.71
2019-09-16,2997.96,1.84,3.5,256.43,63.1,8153.54
2019-09-17,3005.7,1.81,3.5,256.43,59.26,8186.02
2019-09-18,3006.73,1.8,3.5,256.43,58.19,8177.39
2019-09-19,3006.79,1.79,3.5,256.43,58.19,8182.88
2019-09-20,2992.07,1.74,3.5,256.43,57.92,8117.67
2019-09-23,2991.78,1.72,3.5,256.43,58.69,8112.46
2019-09-24,2966.6,1.64,3.5,256.43,57.22,7993.63
2019-09-25,2984.87,1.73,3.5,256.43,56.38,8077.38
2019-09-26,2977.62,1.7,3.5,256.43,56.24,8030.66
2019-09-27,2961.79,1.69,3.5,256.43,55.95,7939.63
2019-09-30,2976.74,1.68,3.5,256.43,54.09,7999.33
2019-10-01,2940.25,1.65,3.6,257.155,53.6,7908.67
2019-10-02,2887.61,1.6,3.6,257.155,52.67,7785.23
2019-10-03,2910.63,1.54,3.6,257.155,52.41,7872.25
2019-10-04,2952.01,1.52,3.6,257.155,52.84,7982.46
2019-10-07,2938.79,1.56,3.6,257.155,52.76,7956.28
2019-10-08,2893.06,1.54,3.6,257.155,52.64,7823.76
2019-10-09,2919.4,1.59,3.6,257.155,52.63,7903.73
2019-10-10,2938.13,1.67,3.6,257.155,53.57,7950.77
2019-10-11,2970.27,1.76,3.6,257.155,54.76,8057.04
2019-10-14,2966.15,1.76,3.6,257.155,53.57,8048.65
2019-10-15,2995.68,1.77,3.6,257.155,52.81,8148.71
2019-10-16,2989.69,1.75,3.6,257.155,53.42,8124.18
2019-10-17,2997.95,1.76,3.6,257.155,53.89,8156.85
2019-10-18,2986.2,1.76,3.6,257.155,53.75,8089.54
2019-10-21,3006.72,1.8,3.6,257.155,53.28,8162.99
2019-10-22,2995.99,1.78,3.6,257.155,54.21,8104.3
2019-10-23,3004.52,1.77,3.6,257.155,55.9,8119.79
2019-10-24,3010.29,1.77,3.6,257.155,56.11,8185.8
2019-10-25,3022.55,1.8,3.6,257.155,56.52,8243.12
2019-10-28,3039.42,1.85,3.6,257.155,55.6,8325.99
2019-10-29,3036.89,1.84,3.6,257.155,55.34,8276.85
2019-10-30,3046.77,1.78,3.6,257.155,54.85,8303.98
2019-10-31,3037.56,1.69,3.6,257.155,54.02,8292.36
2019-11-01,3066.91,1.73,3.6,257.879,56.04,8386.4
2019-11-04,3078.27,1.79,3.6,257.879,56.33,8433.2
2019-11-05,3074.62,1.86,3.6,257.879,57.04,8434.68
2019-11-06,3076.78,1.81,3.6,257.879,56.15,8410.63
2019-11-07,3085.18,1.92,3.6,257.879,56.91,8434.52
2019-11-08,3093.08,1.94,3.6,257.879,57.02,8475.31
2019-11-11,3087.01,1.94,3.6,257.879,57.02,8464.28
2019-11-12,3091.84,1.92,3.6,257.879,56.67,8486.09
2019-11-13,3094.04,1.88,3.6,257.879,56.88,8482.1
2019-11-14,3096.63,1.82,3.6,257.879,56.57,8479.02
2019-11-15,3120.46,1.84,3.6,257.879,57.54,8540.83
2019-11-18,3122.03,1.81,3.6,257.879,56.82,8549.94
2019-11-19,3120.18,1.79,3.6,257.879,54.93,8570.66
2019-11-20,3108.46,1.73,3.6,257.879,56.71,8526.73
2019-11-21,3103.54,1.77,3.6,257.879,58.36,8506.21
2019-11-22,3110.29,1.77,3.6,257.879,57.68,8519.88
2019-11-25,3133.64,1.76,3.6,257.879,57.79,8632.49
2019-11-26,3140.52,1.74,3.6,257.879,58.25,8647.93
2019-11-27,3153.63,1.77,3.6,257.879,58.12,8705.18
2019-11-28,3153.63,1.77,3.6,257.879,58.12,8705.18
2019-11-29,3140.98,1.78,3.6,257.879,58.12,8665.47
2019-12-01,3140.98,1.78,3.6,258.63,58.12,8665.47
2019-12-02,3113.87,1.83,3.6,258.63,55.97,8567.99
2019-12-03,3093.2,1.72,3.6,258.63,56.15,8520.64
2019-12-04,3112.76,1.77,3.6,258.63,58.46,8566.67
2019-12-05,3117.43,1.8,3.6,258.63,58.42,8570.7
2019-12-06,3145.91,1.84,3.6,258.63,59.2,8656.53
2019-12-09,3135.96,1.83,3.6,258.63,58.99,8621.83
2019-12-10,3132.52,1.85,3.6,258.63,59.22,8616.18
2019-12-11,3141.63,1.79,3.6,258.63,58.74,8654.05
2019-12-12,3168.57,1.9,3.6,258.63,59.18,8717.32
2019-12-13,3168.8,1.82,3.6,258.63,60.11,8734.88
2019-12-16,3191.45,1.89,3.6,258.63,60.21,8814.23
2019-12-17,3192.52,1.89,3.6,258.63,60.88,8823.36
2019-12-18,3191.14,1.92,3.6,258.63,60.93,8827.73
2019-12-19,3205.37,1.92,3.6,258.63,61.3,8887.22
2019-12-20,3221.22,1.92,3.6,258.63,60.43,8924.96
2019-12-23,3224.01,1.93,3.6,258.63,60.51,8945.65
2019-12-24,3223.38,1.9,3.6,258.63,61.17,8952.88
2019-12-25,3223.38,1.9,3.6,258.63,61.17,8952.88
2019-12-26,3239.91,1.9,3.6,258.63,61.72,9022.39
2019-12-27,3240.02,1.88,3.6,258.63,61.76,9006.62
2019-12-30,3221.29,1.9,3.6,258.63,61.66,8945.99
2019-12-31,3230.78,1.92,3.6,258.63,61.14,8972.6
2020-01-01,3230.78,1.92,3.6,259.127,61.14,8972.6
2020-01-02,3257.85,1.88,3.6,259.127,61.17,9092.19
2020-01-03,3234.85,1.8,3.6,259.127,63.0,9020.77
2020-01-06,3246.28,1.81,3.6,259.127,63.27,9071.46
2020-01-07,3237.18,1.83,3.6,259.127,62.7,9068.58
2020-01-08,3253.05,1.87,3.6,259.127,59.65,9129.24
2020-01-09,3274.7,1.85,3.6,259.127,59.56,9203.43
2020-01-10,3265.35,1.83,3.6,259.127,59.02,9178.86
2020-01-13,3288.13,1.85,3.6,259.127,58.17,9273.93
2020-01-14,3283.15,1.82,3.6,259.127,58.34,9251.33
2020-01-15,3289.29,1.79,3.6,259.127,57.86,9258.7
2020-01-16,3316.81,1.81,3.6,259.127,58.52,9357.13
2020-01-17,3329.62,1.84,3.6,259.127,58.55,9388.94
2020-01-20,3329.62,1.84,3.6,259.127,58.55,9388.94
2020-01-21,3320.79,1.78,3.6,259.127,58.25,9370.81
2020-01-22,3321.75,1.77,3.6,259.127,56.76,9383.77
2020-01-23,3325.54,1.74,3.6,259.127,55.51,9402.48
2020-01-24,3295.47,1.7,3.6,259.127,54.09,9314.91
2020-01-27,3243.63,1.61,3.6,259.127,53.09,9139.31
2020-01-28,3276.24,1.65,3.6,259.127,53.33,9269.68
2020-01-29,3273.4,1.6,3.6,259.127,53.29,9275.16
2020-01-30,3283.66,1.57,3.6,259.127,52.19,9298.93
2020-01-31,3225.52,1.51,3.6,259.127,51.58,9150.94
2020-02-01,3225.52,1.51,3.5,259.25,51.58,9150.94
2020-02-03,3248.92,1.54,3.5,259.25,50.06,9273.4
2020-02-04,3297.59,1.61,3.5,259.25,49.59,9467.97
2020-02-05,3334.69,1.66,3.5,259.25,50.87,9508.68
2020-02-06,3345.78,1.65,3.5,259.25,50.94,9572.15
2020-02-07,3327.71,1.59,3.5,259.25,50.34,9520.51
2020-02-10,3352.09,1.56,3.5,259.25,49.59,9628.39
2020-02-11,3357.75,1.59,3.5,259.25,50.0,9638.94
2020-02-12,3379.45,1.62,3.5,259.25,51.13,9725.96
2020-02-13,3373.94,1.61,3.5,259.25,51.41,9711.97
2020-02-14,3380.16,1.59,3.5,259.25,52.03,9731.18
2020-02-17,3380.16,1.59,3.5,259.25,52.03,9731.18
2020-02-18,3370.29,1.55,3.5,259.25,52.1,9732.74
2020-02-19,3386.15,1.56,3.5,259.25,53.31,9817.18
2020-02-20,3373.23,1.52,3.5,259.25,53.77,9750.96
2020-02-21,3337.75,1.46,3.5,259.25,53.36,9576.59
2020-02-24,3225.89,1.38,3.5,259.25,51.36,9221.28
2020-02-25,3128.21,1.33,3.5,259.25,49.78,8965.61
2020-02-26,3116.39,1.33,3.5,259.25,48.67,8980.77
2020-02-27,2978.76,1.3,3.5,259.25,47.17,8566.48
2020-02-28,2954.22,1.13,3.5,259.25,44.83,8567.37
2020-03-01,2954.22,1.13,4.4,258.076,44.83,8567.37
2020-03-02,3090.23,1.1,4.4,258.076,46.78,8952.16
2020-03-03,3003.37,1.02,4.4,258.076,47.27,8684.09
2020-03-04,3130.12,1.02,4.4,258.076,46.78,9018.09
2020-03-05,3023.94,0.92,4.4,258.076,45.9,8738.6
2020-03-06,2972.37,0.74,4.4,258.076,41.14,8575.62
2020-03-09,2746.56,0.54,4.4,258.076,31.05,7950.68
2020-03-10,2882.23,0.76,4.4,258.076,34.47,8344.25
2020-03-11,2741.38,0.82,4.4,258.076,33.13,7952.05
2020-03-12,2480.64,0.88,4.4,258.076,31.56,7201.8
2020-03-13,2711.02,0.94,4.4,258.076,31.72,7874.88
2020-03-16,2386.13,0.73,4.4,258.076,28.96,6904.59
2020-03-17,2529.19,1.02,4.4,258.076,26.96,7334.78
2020-03-18,2398.1,1.18,4.4,258.076,20.48,6989.84
2020-03-19,2409.39,1.12,4.4,258.076,25.09,7150.58
2020-03-20,2304.92,0.92,4.4,258.076,19.48,6879.52
2020-03-23,2237.4,0.76,4.4,258.076,23.33,6860.67
2020-03-24,2447.33,0.84,4.4,258.076,21.03,7417.86
2020-03-25,2475.56,0.88,4.4,258.076,20.75,7384.3
2020-03-26,2630.07,0.83,4.4,258.076,16.6,7797.54
2020-03-27,2541.47,0.72,4.4,258.076,15.48,7502.38
2020-03-30,2626.65,0.7,4.4,258.076,14.1,7774.15
2020-03-31,2584.59,0.7,4.4,258.076,20.51,7700.1
2020-04-01,2470.5,0.62,14.8,256.032,20.28,7360.58
2020-04-02,2526.9,0.63,14.8,256.032,25.18,7487.31
2020-04-03,2488.65,0.62,14.8,256.032,28.36,7373.08
2020-04-06,2663.68,0.67,14.8,256.032,26.21,7913.24
2020-04-07,2659.41,0.75,14.8,256.032,23.54,7887.26
2020-04-08,2749.98,0.77,14.8,256.032,24.97,8090.9
2020-04-09,2789.82,0.73,14.8,256.032,22.9,8153.58
2020-04-10,2789.82,0.73,14.8,256.032,22.9,8153.58
2020-04-13,2761.63,0.76,14.8,256.032,22.36,8192.42
2020-04-14,2846.06,0.76,14.8,256.032,20.15,8515.74
2020-04-15,2783.36,0.63,14.8,256.032,19.96,8393.18
2020-04-16,2799.55,0.61,14.8,256.032,19.82,8532.36
2020-04-17,2874.56,0.65,14.8,256.032,18.31,8650.14
2020-04-20,2823.16,0.63,14.8,256.032,-36.98,8560.73
2020-04-21,2736.56,0.58,14.8,256.032,8.91,8263.23
2020-04-22,2799.31,0.63,14.8,256.032,13.64,8495.38
2020-04-23,2797.8,0.61,14.8,256.032,15.06,8494.75
2020-04-24,2836.74,0.6,14.8,256.032,15.99,8634.52
2020-04-27,2878.48,0.67,14.8,256.032,12.17,8730.16
2020-04-28,2863.39,0.62,14.8,256.032,12.4,8607.73
2020-04-29,2939.51,0.63,14.8,256.032,15.04,8914.71
2020-04-30,2912.43,0.64,14.8,256.032,19.23,8889.55
2020-05-01,2830.71,0.64,13.2,255.802,19.72,8604.95
2020-05-04,2842.74,0.64,13.2,255.802,20.47,8710.71
2020-05-05,2868.44,0.66,13.2,255.802,24.56,8809.12
2020-05-06,2848.42,0.72,13.2,255.802,23.88,8854.39
2020-05-07,2881.19,0.63,13.2,255.802,23.68,8979.66
2020-05-08,2929.8,0.69,13.2,255.802,24.73,9121.32
2020-05-11,2930.32,0.73,13.2,255.802,24.02,9192.34
2020-05-12,2870.12,0.69,13.2,255.802,25.76,9002.55
2020-05-13,2820.0,0.64,13.2,255.802,25.37,8863.17
2020-05-14,2852.5,0.63,13.2,255.802,27.4,8943.72
2020-05-15,2863.7,0.64,13.2,255.802,29.44,9014.56
2020-05-18,2953.91,0.73,13.2,255.802,31.83,9234.83
2020-05-19,2922.94,0.7,13.2,255.802,32.3,9185.1
2020-05-20,2971.61,0.68,13.2,255.802,33.56,9375.78
2020-05-21,2948.51,0.68,13.2,255.802,34.3,9284.88
2020-05-22,2955.45,0.66,13.2,255.802,33.49,9324.59
2020-05-25,2955.45,0.66,13.2,255.802,33.49,9324.59
2020-05-26,2991.77,0.69,13.2,255.802,34.7,9340.22
2020-05-27,3036.13,0.68,13.2,255.802,32.8,9412.36
2020-05-28,3029.73,0.7,13.2,255.802,33.67,9368.99
2020-05-29,3044.31,0.65,13.2,255.802,35.57,9489.87
2020-06-01,3055.73,0.66,11.0,257.042,35.49,9552.05
2020-06-02,3080.82,0.68,11.0,257.042,36.88,9608.37
2020-06-03,3122.87,0.77,11.0,257.042,37.33,9682.91
2020-06-04,3112.35,0.82,11.0,257.042,37.42,9615.81
2020-06-05,3193.93,0.91,11.0,257.042,39.49,9814.08
2020-06-08,3232.39,0.88,11.0,257.042,38.17,9924.74
2020-06-09,3207.18,0.84,11.0,257.042,38.98,9953.75
2020-06-10,3190.14,0.75,11.0,257.042,39.54,10020.35
2020-06-11,3002.1,0.66,11.0,257.042,36.43,9492.73
2020-06-12,3041.31,0.71,11.0,257.042,36.24,9588.81
2020-06-15,3066.59,0.71,11.0,257.042,37.07,9726.02
2020-06-16,3124.74,0.75,11.0,257.042,38.26,9895.87
2020-06-17,3113.49,0.74,11.0,257.042,37.91,9910.53
2020-06-18,3115.34,0.71,11.0,257.042,38.79,9943.05
2020-06-19,3097.74,0.7,11.0,257.042,39.72,9946.12
2020-06-22,3117.86,0.71,11.0,257.042,40.6,10056.47
2020-06-23,3131.29,0.72,11.0,257.042,40.4,10131.37
2020-06-24,3050.33,0.69,11.0,257.042,37.91,9909.17
2020-06-25,3083.76,0.68,11.0,257.042,38.66,10017.0
2020-06-26,3009.05,0.64,11.0,257.042,38.53,9757.22
2020-06-29,3053.24,0.64,11.0,257.042,39.67,9874.15
2020-06-30,3100.29,0.66,11.0,257.042,39.27,10058.77
2020-07-01,3115.86,0.69,10.2,258.352,39.88,10154.63
2020-07-02,3130.01,0.68,10.2,258.352,40.57,10207.63
2020-07-03,3130.01,0.68,10.2,258.352,40.57,10207.63
2020-07-06,3179.72,0.69,10.2,258.352,40.51,10433.65
2020-07-07,3145.32,0.65,10.2,258.352,40.59,10343.89
2020-07-08,3169.94,0.67,10.2,258.352,40.91,10492.5
2020-07-09,3152.05,0.62,10.2,258.352,39.64,10547.75
2020-07-10,3185.04,0.65,10.2,258.352,40.56,10617.44
2020-07-13,3155.22,0.64,10.2,258.352,40.06,10390.84
2020-07-14,3197.52,0.63,10.2,258.352,40.3,10488.58
2020-07-15,3226.56,0.64,10.2,258.352,41.2,10550.49
2020-07-16,3215.57,0.62,10.2,258.352,40.74,10473.83
2020-07-17,3224.73,0.64,10.2,258.352,40.55,10503.19
2020-07-20,3251.84,0.62,10.2,258.352,40.83,10767.09
2020-07-21,3257.3,0.61,10.2,258.352,41.76,10680.36
2020-07-22,3276.02,0.6,10.2,258.352,41.88,10706.13
2020-07-23,3235.66,0.59,10.2,258.352,40.99,10461.42
2020-07-24,3215.63,0.59,10.2,258.352,41.23,10363.18
2020-07-27,3239.41,0.62,10.2,258.352,41.46,10536.27
2020-07-28,3218.44,0.59,10.2,258.352,40.89,10402.09
2020-07-29,3258.44,0.58,10.2,258.352,41.13,10542.94
2020-07-30,3246.22,0.55,10.2,258.352,39.85,10587.81
2020-07-31,3271.12,0.55,10.2,258.352,40.1,10745.27
2020-08-01,3271.12,0.55,8.4,259.316,40.1,10745.27
2020-08-03,3294.61,0.56,8.4,259.316,40.83,10902.8
2020-08-04,3306.51,0.52,8.4,259.316,41.67,10941.17
2020-08-05,3327.77,0.55,8.4,259.316,42.25,10998.4
2020-08-06,3349.16,0.55,8.4,259.316,41.93,11108.07
2020-08-07,3351.28,0.57,8.4,259.316,41.16,11010.98
2020-08-10,3360.47,0.59,8.4,259.316,41.94,10968.36
2020-08-11,3333.69,0.64,8.4,259.316,41.53,10782.82
2020-08-12,3380.35,0.69,8.4,259.316,42.6,11012.24
2020-08-13,3373.43,0.71,8.4,259.316,42.26,11042.5
2020-08-14,3372.85,0.71,8.4,259.316,42.05,11019.3
2020-08-17,3381.99,0.69,8.4,259.316,42.89,11129.73
2020-08-18,3389.78,0.67,8.4,259.316,42.89,11210.84
2020-08-19,3374.85,0.68,8.4,259.316,42.91,11146.46
2020-08-20,3385.51,0.65,8.4,259.316,42.62,11264.95
2020-08-21,3397.16,0.64,8.4,259.316,42.32,11311.8
2020-08-24,3431.28,0.65,8.4,259.316,42.44,11379.72
2020-08-25,3443.62,0.69,8.4,259.316,43.17,11466.47
2020-08-26,3478.73,0.69,8.4,259.316,43.21,11665.06
2020-08-27,3484.55,0.74,8.4,259.316,42.88,11625.34
2020-08-28,3508.01,0.74,8.4,259.316,42.96,11695.63
2020-08-31,3500.31,0.72,8.4,259.316,42.61,11775.46
2020-09-01,3526.65,0.68,7.8,259.997,42.76,11939.67
2020-09-02,3580.84,0.66,7.8,259.997,42.76,12056.44
2020-09-03,3455.06,0.63,7.8,259.997,41.39,11458.1
2020-09-04,3426.96,0.72,7.8,259.997,39.69,11313.13
2020-09-07,3426.96,0.72,7.8,259.997,39.69,11313.13
2020-09-08,3331.84,0.69,7.8,259.997,36.87,10847.69
2020-09-09,3398.96,0.71,7.8,259.997,38.05,11141.56
2020-09-10,3339.19,0.68,7.8,259.997,37.25,10919.59
2020-09-11,3340.97,0.67,7.8,259.997,37.33,10853.55
2020-09-14,3383.54,0.68,7.8,259.997,37.23,11056.65
2020-09-15,3401.2,0.68,7.8,259.997,38.29,11190.32
2020-09-16,3385.49,0.69,7.8,259.997,40.17,11050.47
2020-09-17,3357.01,0.69,7.8,259.997,40.99,10910.28
2020-09-18,3319.47,0.7,7.8,259.997,41.09,10793.28
2020-09-21,3281.06,0.68,7.8,259.997,39.26,10778.94
2020-09-22,3315.57,0.68,7.8,259.997,39.55,10963.77
2020-09-23,3236.92,0.68,7.8,259.997,39.92,10633.15
2020-09-24,3246.59,0.67,7.8,259.997,40.11,10672.43
2020-09-25,3298.46,0.66,7.8,259.997,40.06,10913.73
2020-09-28,3351.6,0.67,7.8,259.997,40.47,11117.7
2020-09-29,3335.47,0.66,7.8,259.997,39.03,11085.42
2020-09-30,3363.0,0.69,7.8,259.997,40.05,11167.68
2020-10-01,3380.8,0.68,6.9,260.319,38.51,11326.61
2020-10-02,3348.44,0.7,6.9,260.319,36.9,11075.11
2020-10-05,3408.63,0.78,6.9,260.319,39.12,11332.58
2020-10-06,3360.95,0.76,6.9,260.319,40.52,11154.7
2020-10-07,3419.45,0.81,6.9,260.319,39.82,11364.7
2020-10-08,3446.83,0.78,6.9,260.319,41.04,11421.08
2020-10-09,3477.13,0.79,6.9,260.319,40.44,11580.05
2020-10-12,3534.22,0.79,6.9,260.319,39.22,11876.36
2020-10-13,3511.93,0.74,6.9,260.319,40.03,11864.0
2020-10-14,3488.67,0.73,6.9,260.319,40.86,11768.83
2020-10-15,3483.34,0.74,6.9,260.319,40.84,11713.97
2020-10-16,3483.81,0.76,6.9,260.319,40.7,11671.66
2020-10-19,3426.92,0.78,6.9,260.319,40.69,11478.98
2020-10-20,3443.12,0.81,6.9,260.319,41.37,11516.49
2020-10-21,3435.56,0.83,6.9,260.319,39.88,11484.69
2020-10-22,3453.49,0.87,6.9,260.319,40.46,11506.01
2020-10-23,3465.39,0.85,6.9,260.319,39.73,11548.28
2020-10-26,3400.97,0.81,6.9,260.319,38.39,11358.94
2020-10-27,3390.68,0.79,6.9,260.319,39.34,11431.35
2020-10-28,3271.03,0.79,6.9,260.319,37.27,11004.87
2020-10-29,3310.11,0.85,6.9,260.319,35.94,11185.59
2020-10-30,3269.96,0.88,6.9,260.319,35.64,10911.59
2020-11-01,3269.96,0.88,6.7,260.911,35.64,10911.59
2020-11-02,3310.24,0.87,6.7,260.911,36.6,10957.61
2020-11-03,3369.16,0.9,6.7,260.911,37.44,11160.57
2020-11-04,3443.44,0.78,6.7,260.911,38.97,11590.78
2020-11-05,3510.45,0.79,6.7,260.911,38.56,11890.93
2020-11-06,3509.44,0.83,6.7,260.911,36.97,11895.23
2020-11-09,3550.5,0.96,6.7,260.911,40.05,11713.78
2020-11-10,3545.53,0.98,6.7,260.911,41.18,11553.86
2020-11-11,3572.66,0.98,6.7,260.911,41.23,11786.43
2020-11-12,3537.01,0.88,6.7,260.911,40.9,11709.59
2020-11-13,3585.15,0.89,6.7,260.911,39.93,11829.29
2020-11-16,3626.91,0.91,6.7,260.911,41.14,11924.13
2020-11-17,3609.53,0.87,6.7,260.911,41.24,11899.34
2020-11-18,3567.79,0.88,6.7,260.911,41.64,11801.6
2020-11-19,3581.87,0.86,6.7,260.911,41.57,11904.71
2020-11-20,3557.54,0.83,6.7,260.911,41.99,11854.97
2020-11-23,3577.59,0.86,6.7,260.911,42.91,11881.17
2020-11-24,3635.41,0.88,6.7,260.911,44.71,12037.33
2020-11-25,3629.65,0.88,6.7,260.911,45.58,12094.4
2020-11-26,3629.65,0.88,6.7,260.911,45.58,12094.4
2020-11-27,3638.35,0.84,6.7,260.911,45.58,12205.85
2020-11-30,3621.63,0.84,6.7,260.911,45.2,12198.74
2020-12-01,3662.45,0.92,6.7,262.045,44.54,12355.11
2020-12-02,3669.01,0.95,6.7,262.045,45.23,12349.37
2020-12-03,3666.72,0.92,6.7,262.045,45.65,12377.18
2020-12-04,3699.12,0.97,6.7,262.045,46.23,12464.23
2020-12-07,3691.96,0.94,6.7,262.045,45.72,12519.95
2020-12-08,3702.25,0.92,6.7,262.045,45.64,12582.77
2020-12-09,3672.82,0.95,6.7,262.045,45.48,12338.95
2020-12-10,3668.1,0.92,6.7,262.045,46.76,12405.81
2020-12-11,3663.46,0.9,6.7,262.045,46.59,12377.87
2020-12-14,3647.49,0.9,6.7,262.045,47.02,12440.04
2020-12-15,3694.62,0.92,6.7,262.045,47.58,12595.06
2020-12-16,3701.17,0.92,6.7,262.045,47.86,12658.19
2020-12-17,3722.48,0.94,6.7,262.045,48.34,12764.75
2020-12-18,3709.41,0.95,6.7,262.045,49.04,12755.64
2020-12-21,3694.92,0.95,6.7,262.045,47.79,12742.52
2020-12-22,3687.26,0.93,6.7,262.045,47.02,12807.92
2020-12-23,3690.01,0.96,6.7,262.045,47.94,12771.11
2020-12-24,3703.06,0.94,6.7,262.045,48.18,12804.73
2020-12-25,3703.06,0.94,6.7,262.045,48.18,12804.73
2020-12-28,3735.36,0.94,6.7,262.045,47.5,12899.42
2020-12-29,3727.04,0.94,6.7,262.045,47.85,12850.22
2020-12-30,3732.04,0.93,6.7,262.045,48.24,12870.0
2020-12-31,3756.07,0.93,6.7,262.045,48.35,12888.28
2021-01-01,3756.07,0.93,6.4,262.639,48.35,12888.28
2021-01-04,3700.65,0.93,6.4,262.639,47.47,12698.45
2021-01-05,3726.86,0.96,6.4,262.639,49.78,12818.96
2021-01-06,3748.14,1.04,6.4,262.639,50.45,12740.79
2021-01-07,3803.79,1.08,6.4,262.639,50.63,13067.48
2021-01-08,3824.68,1.13,6.4,262.639,52.14,13201.98
2021-01-11,3799.61,1.15,6.4,262.639,52.15,13036.43
2021-01-12,3801.19,1.15,6.4,262.639,53.08,13072.43
2021-01-13,3809.84,1.1,6.4,262.639,52.81,13128.95
2021-01-14,3795.54,1.15,6.4,262.639,53.47,13112.64
2021-01-15,3768.25,1.11,6.4,262.639,52.25,12998.5
2021-01-18,3768.25,1.11,6.4,262.639,52.25,12998.5
2021-01-19,3798.91,1.1,6.4,262.639,52.87,13197.18
2021-01-20,3851.85,1.1,6.4,262.639,53.16,13457.25
2021-01-21,3853.07,1.12,6.4,262.639,53.0,13530.91
2021-01-22,3841.47,1.1,6.4,262.639,52.28,13543.06
2021-01-25,3855.36,1.05,6.4,262.639,52.78,13635.99
2021-01-26,3849.62,1.05,6.4,262.639,52.61,13626.06
2021-01-27,3750.77,1.04,6.4,262.639,52.81,13270.6
2021-01-28,3787.38,1.07,6.4,262.639,52.26,13337.16
2021-01-29,3714.24,1.11,6.4,262.639,52.16,13070.69
2021-02-01,3773.86,1.09,6.2,263.573,53.55,13403.39
2021-02-02,3826.31,1.12,6.2,263.573,54.77,13612.78
2021-02-03,3830.17,1.15,6.2,263.573,55.67,13610.54
2021-02-04,3871.74,1.15,6.2,263.573,56.19,13777.74
2021-02-05,3886.83,1.19,6.2,263.573,56.8,13856.3
2021-02-08,3915.59,1.19,6.2,263.573,57.95,13987.64
2021-02-09,3911.23,1.18,6.2,263.573,58.34,14007.7
2021-02-10,3909.88,1.15,6.2,263.573,58.69,13972.53
2021-02-11,3916.38,1.16,6.2,263.573,58.22,14025.77
2021-02-12,3934.83,1.2,6.2,263.573,59.5,14095.47
2021-02-15,3934.83,1.2,6.2,263.573,59.5,14095.47
2021-02-16,3932.59,1.3,6.2,263.573,60.07,14047.5
2021-02-17,3931.33,1.29,6.2,263.573,61.09,13965.5
2021-02-18,3913.97,1.29,6.2,263.573,60.4,13865.36
2021-02-19,3906.71,1.34,6.2,263.573,59.12,13874.47
2021-02-22,3876.5,1.37,6.2,263.573,61.67,13533.05
2021-02-23,3881.37,1.37,6.2,263.573,61.66,13465.2
2021-02-24,3925.43,1.38,6.2,263.573,63.21,13597.97
2021-02-25,3829.34,1.54,6.2,263.573,63.43,13119.43
2021-02-26,3811.15,1.44,6.2,263.573,61.55,13192.35
2021-03-01,3901.82,1.45,6.1,264.847,60.54,13588.83
2021-03-02,3870.29,1.42,6.1,264.847,59.7,13358.79
2021-03-03,3819.72,1.47,6.1,264.847,61.33,12997.75
2021-03-04,3768.47,1.54,6.1,264.847,63.81,12723.47
2021-03-05,3841.94,1.56,6.1,264.847,66.08,12920.15
2021-03-08,3821.35,1.59,6.1,264.847,65.03,12609.16
2021-03-09,3875.44,1.55,6.1,264.847,64.02,13073.82
2021-03-10,3898.81,1.53,6.1,264.847,64.45,13068.83
2021-03-11,3939.34,1.54,6.1,264.847,66.02,13398.67
2021-03-12,3943.34,1.64,6.1,264.847,65.59,13319.86
2021-03-15,3968.94,1.62,6.1,264.847,65.36,13459.71
2021-03-16,3962.71,1.62,6.1,264.847,64.82,13471.57
2021-03-17,3974.12,1.63,6.1,264.847,64.55,13525.2
2021-03-18,3915.46,1.71,6.1,264.847,59.95,13116.17
2021-03-19,3913.1,1.74,6.1,264.847,61.43,13215.24
2021-03-22,3940.59,1.69,6.1,264.847,61.48,13377.54
2021-03-23,3910.52,1.63,6.1,264.847,57.75,13227.7
2021-03-24,3889.14,1.62,6.1,264.847,61.12,12961.89
2021-03-25,3909.52,1.63,6.1,264.847,58.47,12977.68
